network_arc_id,short_code,name,description,subtype,entity_type_id,schematic_type_id,hydrologic_region_id,boundary_condition,from_node,to_node,length_m,has_tiers,is_main,has_gis_data,entity_version_id,source_ids,watershed_short_code,unimp_sv_variable,has_mif,has_eflows,channel_class
C_TUO047,Tuolumne River,,Stream,2,1,2,,TUO047,TUO043,6437.3887999914,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO054,Tuolumne River,,Stream,2,1,2,,TUO054,TUO053,684.116429528325,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO081,Tuolumne River,,Stream,2,1,2,,TUO081,TUO073,13688.7819250785,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO096,Tuolumne River,,Stream,2,1,2,,TUO096,TUO091,8792.36955725261,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO102,Tuolumne River,,Stream,2,1,2,,TUO102,TUO097,8640.5024920332,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO104,Tuolumne River,,Stream,2,1,2,,TUO104,TUO103,823.272935596875,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO106,Tuolumne River,,Stream,2,1,2,,TUO106,TUO105,1091.43300830873,,,1,1,1,"{1,3,4}",,,false,false,
C_TUR001,Turlock Main Canal,,Canal,2,1,2,,TUR001,TRLCK,18231.9380361174,,,1,1,1,"{1,3,4}",,,false,false,
C_UBEAR,,,Stream,2,1,2,,UBEAR,LBEAR,4295.89205362892,,,1,1,1,"{1,3,4}",,,false,false,
C_UNVLY,Silver Creek,,Stream,2,1,1,,UNVLY,SLV017,402.151308304758,,,1,1,1,"{1,3,4}",,,false,false,
C_VLW008,Volta Wasteway,,Canal,2,1,2,,VLW008,LBN012,6608.31122435903,,,1,1,1,"{1,3,4}",,,false,false,
C_WBF015,West Branch Feather River,,Stream,2,1,1,,WBF015,WBF006,14873.3778982285,,,1,1,1,"{1,3,4}",,,false,false,
C_WBF039,West Branch Feather River,,Stream,2,1,1,,WBF039,WBF030,15381.9602026423,,,1,1,1,"{1,3,4}",,,false,false,
C_WEC000,Western Canal,,Canal,2,1,1,,WEC000,WEC005,8046.99999027817,,,1,1,1,"{1,3,4}",,,false,false,
C_WKYTN_DELTA,Clear Creek Delta,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_WLF013,Wolf Creek,,Stream,2,1,1,,WLF013,BRR031,20898.5941994006,,,1,1,1,"{1,3,4}",,,false,false,
C_WLF021,Wolf Creek,,Stream,2,1,1,,WLF021,WLF017,6645.1571631476,,,1,1,1,"{1,3,4}",,,false,false,
C_WSE004,Wise Canal,,Canal,2,1,1,,WSE004,WSE008,7537.07914265657,,,1,1,1,"{1,3,4}",,,false,false,
C_WWC006,Wadsworth Canal,,Canal,2,1,1,,WWC006,SBP028,10485.9028587873,,,1,1,1,"{1,3,4}",,,false,false,
C_XCC010,Main Canal,,Canal,2,1,2,,XCC010,XCC025,24650.0715343232,,,1,1,1,"{1,3,4}",,,false,false,
C_XCC033,Main Canal,,Canal,2,1,2,,XCC033,XCC043,15524.6471132173,,,1,1,1,"{1,3,4}",,,false,false,
C_XCC053,Main Canal,,Canal,2,1,2,,XCC053,XCC054,1470.87328390257,,,1,1,1,"{1,3,4}",,,false,false,
C_YBP007,Yolo Bypass,,Bypass,2,1,1,,YBP007,YBP002,8046.73613635105,,,1,1,1,"{1,3,4}",,,false,false,
C_YBP014,Yolo Bypass,,Bypass,2,1,1,,YBP014,YBP011,4828.04164403989,,,1,1,1,"{1,3,4}",,,false,false,
C_YBP020,Yolo Bypass inflow to Delta,,Bypass,2,1,1,DELTA,YBP020,YBP016,6321.06947604486,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_YBP026,Yolo Bypass,,Bypass,2,1,1,,YBP026,YBP023,4231.36776281557,,,1,1,1,"{1,3,4}",,,false,false,
C_YBP034,Yolo Bypass,,Bypass,2,1,1,,YBP034,YBP032,4002.78981253724,,,1,1,1,"{1,3,4}",,,false,false,
C_YUB002,Yuba River,,Stream,2,1,1,SAC,YUB002,FTR028,3118.04331773276,,,1,1,1,"{1,3,4}",YUBA_RIVER,UNIMP_YUBA,true,true,stream
C_YUB006,Yuba River,,Stream,2,1,1,,YUB006,YUB003,4828.03203248246,,,1,1,1,"{1,3,4}",,,false,false,
C_YUB013,Yuba River,,Stream,2,1,1,,YUB013,YUB011,2724.39253730441,,,1,1,1,"{1,3,4}",,,false,false,
C_YUB022,Yuba River,,Stream,2,1,1,,YUB022,YUB014,13562.7358852987,,,1,1,1,"{1,3,4}",,,false,false,
C_YUB024,Yuba River,,Stream,2,1,1,,YUB024,YUB023,858.66209053447,,,1,1,1,"{1,3,4}",,,false,false,
C_YUB034,Yuba River/North Yuba River,,Stream,2,1,1,,YUB034,YUB030,5016.03052883004,,,1,1,1,"{1,3,4}",,,false,false,
C_ISF001_OMR027,C_ISF001_OMR027,Interior SF Bay / Old-Middle River junction,Delta interior flow junction — Old River / Middle River confluence,2,1,1,DELTA,ISF001_OMR027,,,,,0,0,1,"{1,3,4}",,,false,false,stream
C_CAA003,C_CAA003,California Aqueduct at Harvey O. Banks PP,,2,1,1,SJR,CAA003,,,,,1,0,1,"{1,3,4}",,,false,false,canal
C_CLV004,C_CLV004,Calaveras River,,2,1,1,SJR,CLV004,,,,,1,0,1,"{1,3,4}",,,false,false,canal
C_DMC000,C_DMC000,Delta-Mendota Canal,,2,1,1,SJR,DMC000,,,,,1,0,1,"{1,3,4}",,,false,false,canal
C_EBP016,C_EBP016,Eastside Bypass at Fresno River confluence,,2,1,1,SJR,EBP016,,,,,1,0,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,false,false,stream
C_FOLSM,C_FOLSM,American River at Folsom Dam,,2,1,1,SAC,FOLSM,,,,,1,0,1,"{1,3,4}",UPPER_AMERICAN,UNIMP_FOLS,false,false,reservoir_release
C_FTR003,C_FTR003,Feather River,,2,1,1,SAC,FTR003,,,,,1,0,1,"{1,3,4}",UPPER_FEATHER,UNIMP_OROV,true,true,stream
C_FTR012,C_FTR012,Feather River at Bear River confluence,,2,1,1,SAC,FTR012,,,,,1,0,1,"{1,3,4}",UPPER_FEATHER,UNIMP_OROV,false,false,stream
C_FTR028,C_FTR028,Feather River at Yuba River confluence,,2,1,1,SAC,FTR028,,,,,1,0,1,"{1,3,4}",UPPER_FEATHER,UNIMP_OROV,false,false,stream
C_FTR059,C_FTR059,Feather River at Thermalito Afterbay Outlet,,2,1,1,SAC,FTR059,,,,,1,0,1,"{1,3,4}",UPPER_FEATHER,UNIMP_OROV,true,false,stream
C_MELON,C_MELON,Stanislaus River at New Melones Dam,,2,1,1,SJR,MELON,,,,,1,0,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,false,false,reservoir_release
C_MOK019,C_MOK019,Mokelumne River,,2,1,1,SJR,MOK019,,,,,1,0,1,"{1,3,4}",UPPER_MOKELUMNE,,false,false,stream
C_MOK028,C_MOK028,Mokelumne River,,2,1,1,SJR,MOK028,,,,,1,0,1,"{1,3,4}",UPPER_MOKELUMNE,,true,true,stream
C_NTOMA,C_NTOMA,American River at Lake Natoma / Folsom South Canal,,2,1,1,SAC,NTOMA,,,,,1,0,1,"{1,3,4}",UPPER_AMERICAN,UNIMP_FOLS,true,false,stream
C_SAC029B,C_SAC029B,Sacramento River,,2,1,1,SAC,SAC029B,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC048,C_SAC048,Sacramento River,,2,1,1,SAC,SAC048,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC085,C_SAC085,Sacramento River at Knights Landing,,2,1,1,SAC,SAC085,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC240,C_SAC240,Sacramento River at Red Bluff Diversion Dam,,2,1,1,SAC,SAC240,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC257,C_SAC257,Sacramento River above Bend Bridge near Red Bluff,,2,1,1,SAC,SAC257,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,true,true,stream
C_SAC289,C_SAC289,Sacramento River at South Bonnieville Pumping Plant,,2,1,1,SAC,SAC289,,,,,1,0,1,"{1,3,4}",SAC_UPPER,UNIMP_SHAS,true,true,stream
C_SJR127,C_SJR127,San Joaquin River at Salt Slough confluence,,2,1,1,SJR,SJR127,,,,,1,0,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,true,true,stream
C_SJR180,C_SJR180,San Joaquin River at Sack Dam diversion,,2,1,1,SJR,SJR180,,,,,1,0,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,false,false,stream
C_SSL001,C_SSL001,Sutter Bypass at Sacramento Slough confluence,,2,1,1,SAC,SSL001,,,,,1,0,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_STS004,C_STS004,Stanislaus River,,2,1,1,SJR,STS004,,,,,1,0,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,false,false,stream
C_STS011,C_STS011,Stanislaus River,,2,1,1,SJR,STS011,,,,,1,0,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,true,true,stream
C_STS059,C_STS059,Stanislaus River,,2,1,1,SJR,STS059,,,,,1,0,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,true,false,stream
C_TRN111,C_TRN111,Trinity River at Lewiston,,2,1,1,NC,TRN111,,,,,1,0,1,"{1,3,4}",TRINITY_RIVER,UNIMP_TRIN,true,true,stream
C_TRNTY,C_TRNTY,Trinity River at Trinity Dam (Clair Engle Lake),,2,1,1,NC,TRNTY,,,,,1,0,1,"{1,3,4}",TRINITY_RIVER,UNIMP_TRIN,false,false,reservoir_release
C_TUO003,C_TUO003,Tuolumne River,,2,1,1,SJR,TUO003,,,,,1,0,1,"{1,3,4}",UPPER_TUOLUMNE,UNIMP_TU,true,true,stream
C_WKYTN,C_WKYTN,Clear Creek at Whiskeytown Dam,,2,1,1,SAC,WKYTN,,,,,1,0,1,"{1,3,4}",CLEAR_CREEK,UNIMP_WH,false,false,reservoir_release
